timestamp,src_ip,dst_ip,protocol,src_port,dst_port,length,payload_preview
14:46:02,192.168.1.36,96.17.168.136,TCP,57279,443,54,
14:46:02,192.168.1.36,172.66.172.247,UDP,55899,443,86,\...<.?.*..4<.>V*.^j.F..}.@.%.
14:46:02,104.26.0.214,192.168.1.36,TCP,443,62790,60,
14:46:03,192.168.1.36,104.18.24.232,TCP,55254,443,55,.
14:46:03,13.107.246.48,192.168.1.36,TCP,443,63791,93,"...."".........../.Z.....U>.m.."
14:46:03,13.107.246.48,192.168.1.36,TCP,443,63791,78,.....VA..].d....U......9
14:46:03,13.107.246.48,192.168.1.36,TCP,443,63791,54,
14:46:03,192.168.1.36,13.107.246.48,TCP,63791,443,54,
14:46:03,192.168.1.36,13.107.246.48,TCP,63791,443,54,
14:46:03,104.18.24.232,192.168.1.36,TCP,443,55254,66,
14:46:03,192.168.1.45,224.0.0.251,UDP,5353,5353,103,
14:46:03,192.168.1.36,23.48.245.153,TCP,54675,443,55,.
14:46:03,13.107.246.48,192.168.1.36,TCP,443,63791,54,
14:46:03,23.48.245.153,192.168.1.36,TCP,443,54675,66,
14:46:03,52.107.253.111,192.168.1.36,TCP,443,63803,1506,....Z..@.....B5..Nn...S;?.%O..
14:46:03,52.107.253.111,192.168.1.36,TCP,443,63803,1257,%\^.._H.;.x.........Y4.n..]..E
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,54,
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,.......J \.L#..:a.CJ[.(B...`-.
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1181,C.h..tF.I._'..........0...H%sp
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,...;......%.]./3.../....L....9
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,...q.x..9............ ..d.$.2}
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,....%...'pD[:.r.RS(IK......+V7
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,..l.I.`.Ex.E.G.j.$9...dTyd....
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,\......'...)....}...d.d4qd....
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,..].W=.....>=...5r....m...I..M
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,.v.......9...5.d...1.x..x.@.;.
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,....G.k#.pV....ep....u.ljY..fO
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,QWc...Y.......>I.n.....m...p.C
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,.....4._.....:........7.F'!...
14:46:03,52.107.253.111,192.168.1.36,TCP,443,63803,60,
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,"........ %k.x.6S,g<.+zj..H.sGO"
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,..7.G............S.go.6.J....$
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,jn.-..$...k...V.%...E4....X...
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,".. P.t..o.,?&D...*\^.f...uC.;."
14:46:03,52.107.253.111,192.168.1.36,TCP,443,63803,60,
14:46:03,52.107.253.111,192.168.1.36,TCP,443,63803,60,
14:46:03,52.107.253.111,192.168.1.36,TCP,443,63803,60,
14:46:03,52.107.253.111,192.168.1.36,TCP,443,63803,60,
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,.....Y...7>.NUk....D...v.7....
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,..iQ..g(!L..e*...m......g.....
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,..-.Y?\%Y.....K..{.B3.\....G.]
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,...hi9m....?....g\1._...N$...h
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,...5...eB...l...{.\..u.9....6x
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,R...:..n....v#.hjfB.Xi.r......
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,0...~.v&.I...(....L..(.....~.+
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,". ..r,).o..g[..c.....R..P..F.r"
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,.....Z......Q.|..`~<M.....<...
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,h{WX..m.E..X?..JeD../cc.9n..zO
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,"...?.Y..K..#......9,..'s...u.."
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,.%/...9...e.......<....nTO....
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,..`..<..n....`va.....xBj....U.
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,".}.....$......zC...'""......7.<"
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,.....n...s:....f.Lnt.....;!#..
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,"..3...b.........1..j\......""iv"
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,...E..>G.O3}....`n..W..*.`....
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,tpx..}.V;S....|.6.q.....xZ.'.3
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,J........Pb...d.B..i.2j..x~L..
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,..Y..O..u...b`#.9C..#r.....Z.w
14:46:03,52.107.253.111,192.168.1.36,TCP,443,63803,60,
14:46:03,52.107.253.111,192.168.1.36,TCP,443,63803,60,
14:46:03,52.107.253.111,192.168.1.36,TCP,443,63803,60,
14:46:03,52.107.253.111,192.168.1.36,TCP,443,63803,60,
14:46:03,52.107.253.111,192.168.1.36,TCP,443,63803,60,
14:46:03,52.107.253.111,192.168.1.36,TCP,443,63803,60,
14:46:03,52.107.253.111,192.168.1.36,TCP,443,63803,60,
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,|..z..b'k.ur].$...p.-(.{......
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,.T.B.No.PW..3R......f.d..uBj..
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,...............I....O...._f:..
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,.....k..I.`ku....K..>..}..Q .s
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,.....rdBO...m?m..y3..r...;'..G
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,"...-..R)k.6.....""t[...<iK..T.3"
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,...7cN...L..s.(.?1.[..Y\....?.
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,.ph...RH.E....u....i*.X...GB..
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,b<.O.....5H..]...U.rI.........
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,.n.......a..Z.D?..6..(....%..|
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,....&.?.....F=..7.=..R.!.... .
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,"..K..<..d..JR.?.~.v.Zo.""kO.eP."
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,)Mo...kvL..k .......H..E.'+.A'
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,.7...].O...s..Tt.CG.I........I
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,.J!....^..U..'~..=.~......0.Y.
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,.......\.ue..e4.YQ....< ..6...
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,Z..iw0G..JB........#Ln....6...
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,.<'..O.H...&.}t.;..Q....cz.`%.
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,...Z].[3P.vq.`&7D..(R..00.._s.
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,Gxq.~&.-..t4@Y..VA.V4-......9.
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,......;y........o.....h3....!h
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,Z....L2.E......;..J...L..)..>q
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,..k....Ki6.&7s...j......b.U...
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,.TRck..?.4c!...x..NE8..r...e;.
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,.*L#..).|f..%....8.K..W..R.)s.
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,..........?...0.P.].{C.}.^...b
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,nD.=.....C0.....S......X....7P
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,..>_..O..JW......q0+...h.B....
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,"...D..n""..[...[......@T......."
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,.!(bn..]4p.....z..I.Qs..%.....
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,....)..8g.6.-i....o_.....Y<%..
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,"....S..6.M>.N.......l""!P7~...."
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,...+o...8.{..2...../...\..+...
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,..K...J7n......rrN..Y.c.#..B..
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,.P.>...z.1........0.<........o
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,".;.k. .._9D.6..9zr.`.""...r...G"
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,"...Pv..~W.6>-....n.""......... "
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,....f.[j..b.4iP..'.......TZN.R
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,...../t.8(....{.jh}!..I...<...
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,...`<.<....0U..TDxj.....\.....
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,?z6.)hF./Bsw.P..}+.5..u..L.Y..
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,".......1.H.B.....;..;2=""..xn.Q"
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,.v.......%..U..Y.-GT.!ky#.....
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,":...V....b4p..|.!.6...,./N...."
14:46:03,52.107.253.111,192.168.1.36,TCP,443,63803,60,
14:46:03,52.107.253.111,192.168.1.36,TCP,443,63803,60,
14:46:03,52.107.253.111,192.168.1.36,TCP,443,63803,60,
14:46:03,52.107.253.111,192.168.1.36,TCP,443,63803,60,
14:46:03,52.107.253.111,192.168.1.36,TCP,443,63803,60,
14:46:03,52.107.253.111,192.168.1.36,TCP,443,63803,60,
14:46:03,52.107.253.111,192.168.1.36,TCP,443,63803,60,
14:46:03,52.107.253.111,192.168.1.36,TCP,443,63803,60,
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,..B~I..<.m.$o.[....<;!3.U2..?o
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,".......N.<,...V.Q.N.D......""|."
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,"]""...M""..<dD.o........j... ..|"
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,....*`..[.D..[.........{g.H%..
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,.....(.W....... a;.C..3..&o4..
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,...2z....w.g@.8.A'.';i..=.k .*
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,N.._...J....).+...nF..9.P~..|.
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,...Q4..g..+m0.e.c../.u.v....)b
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,.A.c.|..j<K..8..`...\..N......
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,..v...AlE.23..E..$Q...w.......
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,.R........!v.4..w...p.S..T....
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,"8Pz.u\.. .G.....T.6)@...6..,.V"
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,"...y.U.._..""o..t.1.+&..=...v&%"
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,.................`g.....!.K..b
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,".~.F%r......tY..,d....R.q...D."
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,"..t.$""..x...X.q'5@r.....U!.k""."
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,..Z.8..n?2.........=(L.v..AI.r
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,...3.j]J.%.....o0.^-*o.......0
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,..hB...`@..b.G..(x.......K...+
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,F....4a..[_[M..D...6..)...7!..
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,.B.V...I.......^G.a.._.>....5.
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,.....2...'^K.sI.....tf.t......
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,..s...4gd....a.if..sjb..H...z.
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,"..1 #QP*}.m^..c..?:.""j..T`.|\?"
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,"....rN...(t.dO,...e..=..3o.*.."
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,"U.(.7@...""g.M.\..B.9..6&..5..M"
